source_har,search_query,page,rank_in_page,record_kind,source_object,rc_type,content_type,content_id,uuid,title,content,content_chars,author_id,author_nickname,create_time_utc,show_time_utc,source_url,entity_data_id,dedupe_key
www.nowcoder.com.har,数据分析面经,3,15,POST,contentData,207,250,353157148765003776,221f17a3ab404193b76d3d10a02b2589,快手数据分析实习面经,1 概率题 2 项目介绍 要有特***r>3 SQL 好像是牛客 原题 刷过也忘了 emmm 太菜于是就这样结束了,57,58945919,菜鸡6666,2020-10-14 09:42:31 UTC,2020-10-14 09:44:24 UTC,https://www.nowcoder.com/feed/main/detail/221f17a3ab404193b76d3d10a02b2589,538870,uuid:221f17a3ab404193b76d3d10a02b2589
www.nowcoder.com.har,数据分析面经,3,16,POST,contentData,207,250,353155562084966400,58983ba419be4521875484d79fc7bbf1,58数据分析面经,Base成都 一面： 1.自我介绍 2.你之前在数据分析实习中对产品或业务有什么产出 3.如果让你给产品提建议，你会从哪些方面进行分析 4.你在产品的实习中，做了哪些数据分析 然后告诉我今天就他一人，叫我先面...…… 发面经攒rp～～～...hr面，后面会有数据团队的远程面 hr面： 问了简历上一些东西 手里几个offer 想去哪个城市 有什么问我 然后依然告诉我后面数据团队的会另外约时间来远程面 面试官面前的牌子写的产品2，估计是产品来面的吧,225,4411325,x个offer就好呜呜呜,2019-09-24 15:29:52 UTC,2019-09-24 15:54:27 UTC,https://www.nowcoder.com/feed/main/detail/58983ba419be4521875484d79fc7bbf1,280322,uuid:58983ba419be4521875484d79fc7bbf1
www.nowcoder.com.har,数据分析面经,3,17,POST,contentData,207,250,929911647974543360,46b26dfbef41406180df6b64a97016ae,携程面经 携程后端开发岗面经-02,也有市场研究和数据分析经验，为什么最终选择聚焦在后端开发方向？...JVM内存优化 携程APP首页服务频繁OOM，堆内存占用持续攀升，如何通过内存分析和参数调优解决? 分布式锁实现 多服务实例并发修改同一酒店房价，如何保证价格更新的准确性?...事务的特性，分别怎么理解 innodb的索引 非叶子节点不存数据的好处是什么 数据库的隔离级别 MySQL在可重复读级别下会出现幻读吗 简单问了实习 面经 18 面试岗位：携程 后端开发岗 ｜ 面试时间...怎么加锁 手撕：爬楼梯 面经 14 面试岗位：携程 后端开发岗 ｜ 面试时间：2025 年 11 月 23 日 数据同步链路是怎么的?为什么要用 mongodb?...面经 11 面试岗位：携程 后端开发岗 ｜ 面试时间：2025 年 11 月 28 日 Go的垃圾回收机制。如何知道线上垃圾回收出现问题，使用什么工具查看 数据库的ACID以及如何实现。...：2025 年 12 月 4 日 你既有互联网大厂后端开发经历，,439,646661816,林小白zii,2026-09-16 17:36:54 UTC,2026-09-16 17:36:54 UTC,https://www.nowcoder.com/feed/main/detail/46b26dfbef41406180df6b64a97016ae,1676226,uuid:46b26dfbef41406180df6b64a97016ae
www.nowcoder.com.har,数据分析面经,3,18,POST,contentData,207,250,353155363484672000,72e11807c8974fda951d8cc1627f6d9b,新东方数据分析面经,二分查找 说出5种数据结构...自我介绍 问项目 数据库 索引、主键、外键的区别； 各种join的区别； 大表A和小表b，A join b 还是b join A的效率高； 计算机网络 http和https的区别 三次握手四次挥手...死锁发生的条件 算法 kmeans及对应的优缺点； ID3、C4.5、CART的区别； 快速排序、,166,5341055,hualala~,2019-09-05 03:47:00 UTC,2019-09-05 03:51:54 UTC,https://www.nowcoder.com/feed/main/detail/72e11807c8974fda951d8cc1627f6d9b,245834,uuid:72e11807c8974fda951d8cc1627f6d9b
www.nowcoder.com.har,数据分析面经,3,19,POST,contentData,207,250,353159451018469376,387311aa480c44f99190f67f9fad677c,数据分析师 面经,寻找面试互助小伙伴，希望你是有3-5年数据分析工作经验，目前正在看新的机会。已经开始投简历或者面试了。...(上海的小伙伴更佳) 互助内容: 1.面经交流 2.简历修改 3.模拟面试 4.情感慰藉，经历比惨。,104,617790885,妲己dajjjjj,2022-03-30 14:49:02 UTC,2022-03-30 14:49:02 UTC,https://www.nowcoder.com/feed/main/detail/387311aa480c44f99190f67f9fad677c,919209,uuid:387311aa480c44f99190f67f9fad677c
www.nowcoder.com.har,数据分析面经,3,20,POST,contentData,207,250,477513667563560960,2c81a933ad99448abb7e78e575ed6fa3,京东物流数据分析面经,一面 （4.7） 简历面，问了问项目和实习，聊了聊意向，对岗位的情况作介绍 二面（4.11） 问一些诸如过往经历中遇到的问题？如何解决的？项目团队中承担什么角色？怎么和团队协作的？之类的hr面会问的问题 4.17官网显示转推荐 一面的小姐姐感觉挺热情挺贴心的，面了有半小时； 二面感觉面试官全程没什么热情，问题都是走流程，面了十几分钟就结束了。,172,870117096,匿名牛油,2023-04-17 08:28:50 UTC,2023-04-17 08:28:50 UTC,https://www.nowcoder.com/feed/main/detail/2c81a933ad99448abb7e78e575ed6fa3,1150770,uuid:2c81a933ad99448abb7e78e575ed6fa3
www.nowcoder.com.har,数据分析面经,4,1,POST,contentData,207,250,353157766787309568,cc70843342f249fe887677320c96ed34,兴业数金数据分析实习面经,3.具体问了简历其中一个研究项目，问了两三个问题，包括数据获取方式，内容，及结论，结论对企业有何意义？ 4.何时可以开始实习，实习时间，每周出勤天数，地点。,78,842762129,牛客842762129号,2021-04-06 03:13:06 UTC,2021-04-06 03:35:44 UTC,https://www.nowcoder.com/feed/main/detail/cc70843342f249fe887677320c96ed34,632738,uuid:cc70843342f249fe887677320c96ed34
www.nowcoder.com.har,数据分析面经,4,2,POST,contentData,207,250,929181913313472512,b4166ca5ad29448c8de9eb1220b53f45,拼多多面经 拼多多运营岗面经-02,你有没有通过数据分析解决问题的经历？请说明数据来源和分析过程 你如何看待“快节奏、多变化的互联网运营工作”？有什么适应准备？...面经 01 面试岗位：拼多多 运营岗 ｜ 面试时间：2025 年 9 月 17 日 请做一个简短的自我介绍，重点说明与数据分析、用户洞察或团队协作相关的学习/实践经历 你为什么应聘拼多多运营管培生岗位？...面经 02 面试岗位：拼多多 运营岗 ｜ 面试时间：2025 年 9 月 17 日 请做一个简短的自我介绍，重点说明你的多语种能力及与商家运营、数据分析相关的学习/实践经历 你为什么应聘拼多多商家运营（...请说明沟通中的挑战与解决方法 你如何通过数据洞察用户体验痛点？请举例说明分析思路 面经 05 面试岗位：拼多多 运营岗 ｜ 面试时间：2025 年 9 月 15 日 三段实习经历当中哪一段收获最大？...面经 13 面试岗位：拼多多 运营岗 ｜ 面试时间：2025 年 9 月 14 日 你对temu的了解 深挖上一段电商经历，这里聊了很久很久面试官还强调了在回答分析框架的时候要讲每一个点的数据指标 说一个实习过程中通过思考提出不同方案最后如何决策的例子,501,646661816,林小白zii,2026-09-14 17:17:11 UTC,2026-09-14 17:17:11 UTC,https://www.nowcoder.com/feed/main/detail/b4166ca5ad29448c8de9eb1220b53f45,1675691,uuid:b4166ca5ad29448c8de9eb1220b53f45
www.nowcoder.com.har,数据分析面经,4,3,POST,contentData,207,250,353157442504695808,86c2b53aed0149e196d6a9454723e523,vivo 数据分析 面经,"1.自我介绍 2.实习经历 3.我国排名前五的手机 4.小米手机出了新品销量增了,怎么确定是新品造成的? 5.华为被美国制裁,vivo如何抢占华为市场? 还有的不太记得清了... 攒人品~",94,951015914,牛客951015914号,2020-12-24 08:17:58 UTC,2020-12-24 08:18:44 UTC,https://www.nowcoder.com/feed/main/detail/86c2b53aed0149e196d6a9454723e523,582901,uuid:86c2b53aed0149e196d6a9454723e523
www.nowcoder.com.har,数据分析面经,4,4,MOMENT,momentData,201,74,1762150,695144af89e042daa2ec4f8fc494b46b,北京移动——IT开发与数据分析面经,13：00时间，一个人大概8分钟，进去的时候我面带微笑，面试官问我怎么这么开心，接下来自我介绍，问我偏算法还是开发，介绍一下自己的项目，在做项目过程中有没有遇到什么困难，项目是虚拟的还是已经上线？接不接受转营销岗（说我更适合做营销[笑cry]，东城区或者通州区倾向哪），感觉技术已经无了，还是要好好挖项目[牛泪],156,648644383,什么都easy,,2023-05-29 07:58:09 UTC,https://www.nowcoder.com/feed/main/detail/695144af89e042daa2ec4f8fc494b46b,1762150,uuid:695144af89e042daa2ec4f8fc494b46b
www.nowcoder.com.har,数据分析面经,4,5,MOMENT,momentData,201,74,1577125,8f25e46b9261415985155ebf48cad95d,快手数据分析电商面经,一面 留存率 活跃前十 性别留存率 销售额下降分析 直播间重要指标 罗永浩加盟抖音 分析效益值不值得 用户体验是什么 抖音和快手对比体验 二面 介绍项目 创新点 自己有成就感的事情 个人优势 职业规划,100,663596454,螺蛳粉也要找实习,,2022-12-27 14:10:54 UTC,https://www.nowcoder.com/feed/main/detail/8f25e46b9261415985155ebf48cad95d,1577125,uuid:8f25e46b9261415985155ebf48cad95d
www.nowcoder.com.har,数据分析面经,4,6,MOMENT,momentData,201,74,2722097,a02626798b0e46f2a52cd5868abda15e,云览科技数据分析面经,总体时长半小时左右 1.问简历中收获比较大的项目，项目的最大挑战是什么，如何解决以及结果是什么 2.简述一个因果推断模型，及其在实验中的应用 3.随机森林，xgboost和随机森林区别 4.用sql和python写移动平均的diff消除 5.sql写 #牛客AI配图神器# 5天连续购买的用户,146,255547874,PatrickX,,2025-10-21 07:47:55 UTC,https://www.nowcoder.com/feed/main/detail/a02626798b0e46f2a52cd5868abda15e,2722097,uuid:a02626798b0e46f2a52cd5868abda15e
www.nowcoder.com.har,数据分析面经,4,7,POST,contentData,207,250,928796778600624128,e2ae07b9bfc549a4a2e6889cd409f57b,拼多多面经 拼多多产品经理岗面经-01,你在拼多多实习时，领导要求分析“某品类商品的转化率波动”，但导出的数据中“用户浏览时长”与“加购行为”字段缺失，需当天提交分析。你无数据清洗经验，会如何联系数据团队补全字段？...如何基于现有数据（如点击量/下单量）推测波动原因？如何在报告中说明分析局限性？...请用具体事例说明 您是如何理解“用户需求分析和拆解”的？...数据显示，偏远地区的农产品因“物流成本高”“包装易损坏”导致退货率高达20%。你会从哪些环节入手优化？如何协调供应链团队、物流团队降低成本和损耗？...请以拼多多平台上的一个具体功能（例如“百亿补贴”或“砍价免费拿”）为例，说明您会如何分析其用户需求 您认为拼多多在满足用户“低价高质”需求方面，有哪些值得称道的产品策略？,324,646661816,林小白zii,2026-09-13 15:46:48 UTC,2026-09-13 15:46:48 UTC,https://www.nowcoder.com/feed/main/detail/e2ae07b9bfc549a4a2e6889cd409f57b,1675415,uuid:e2ae07b9bfc549a4a2e6889cd409f57b
www.nowcoder.com.har,数据分析面经,4,8,POST,contentData,207,250,353157729369923584,a817f27dc14042cc87bc0291fdf18ca5,字节-数据分析-面经,分享一下面经~ 岗位：数据分析-产品 主要是场景题深挖和sql 场景题 1.介绍一个最近的数据分析项目，项目中用到了哪些指标？有没有什么结论？,71,523924833,lipophilic,2021-03-29 02:52:28 UTC,2021-04-12 10:34:18 UTC,https://www.nowcoder.com/feed/main/detail/a817f27dc14042cc87bc0291fdf18ca5,626574,uuid:a817f27dc14042cc87bc0291fdf18ca5
www.nowcoder.com.har,数据分析面经,4,9,POST,contentData,207,250,353159104233414656,bcf6af30635948f988380eae540da523,唱吧 数据分析实习 面经,，都在做什么工作 6、问我认为数据分析师要有哪些能力 7、问如果工作了一段时间发现全是sql和python之类的代码工作，我怎么看/怎么继续提高自己 8、问如果业务方不认可我做的分析，我会怎么做 9、问对自己的职业规划...笔试 相当简单的sql题，刷过题应该都没问题 面试 1、自我介绍 2、介绍简历上的项目 3、因为没有实习经历，问期望从这份实习收获什么 4、怎么想到投唱吧的，对未来工作行业怎么看/选 5、问我对数据分析岗位的了解...10、能否接受工作重心在取数这样的基础工作 11、反问 // 后续：反馈缺实践经历，数据逻辑需要加强,271,180353789,JumpyzZ,2022-01-13 08:49:01 UTC,2022-01-20 07:59:27 UTC,https://www.nowcoder.com/feed/main/detail/bcf6af30635948f988380eae540da523,830200,uuid:bcf6af30635948f988380eae540da523
www.nowcoder.com.har,数据分析面经,4,10,POST,contentData,207,250,353158155813199872,dce61345baeb4f9ab1479c0cb0967f8e,中邮信科面经 数据分析岗,投的是数据分析岗，一上来抓着开发的问题问10分钟，wtm？？？ 然后问之前用过的GitHub的开源框架里的细节。 有点像互联网那种树形面试，一直往深了问。,77,52174546,牛客52174546号,2021-07-29 05:26:04 UTC,2021-07-29 05:26:04 UTC,https://www.nowcoder.com/feed/main/detail/dce61345baeb4f9ab1479c0cb0967f8e,693104,uuid:dce61345baeb4f9ab1479c0cb0967f8e
www.nowcoder.com.har,数据分析面经,4,11,POST,contentData,207,250,404320622061404160,b62540a4770b465ea736890918b3d5e6,诗悦网络数据分析面经,选一款最常玩的 分析一下...给自己攒攒运气 希望可以收到下一面的邀请吧 1.基本介绍 2.简历内容 哪个实习或项目对自己的帮助最大，有哪些方面的提升 详细讲一个实习项目有什么产出 3.常玩的游戏 以及时长 4.,106,317951209,牛客317951209号,2022-09-27 09:05:48 UTC,2022-09-27 09:05:48 UTC,https://www.nowcoder.com/feed/main/detail/b62540a4770b465ea736890918b3d5e6,1065688,uuid:b62540a4770b465ea736890918b3d5e6
www.nowcoder.com.har,数据分析面经,4,12,POST,contentData,207,250,928797546325999616,19c139bedab84b13b51aad951449a7a4,拼多多面经 拼多多后端开发岗面经-01,算法题：爬楼梯问题，要求分析时间和空间复杂度 面经 07 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2026 年 8 月 13 日 线上请求量级最大的平台服务请求量级、QPS、延时是多少？...面经 04 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2026 年 9 月 6 日 redis内存淘汰策略，淘汰产生的内存碎片怎么处理 设计数据结构，这个数据结构是一个标签组，包括七种不同的int标签...面经 09 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2026 年 8 月 13 日 项目深挖： 挑一个亮点项目，重点讲难点及最终解决方案 Java基础： HashMap 底层数据结构？...分析一下走索引的过程 RDB和AOF的优缺点。AOF重写期间如果有新命令进来怎么处理？ 缓存击穿的解决方案。单机版互斥锁怎么实现？ 数组中的第K个最大元素。...要求写出最优解（最小堆或分治），并分析时间复杂度 拼多多的面试非常扎实，不问那些偏门冷僻的八股，但会把常规问题往深了问。面试官很看重你是否真的理解了底层原理，而不是死记硬背。,467,646661816,林小白zii,2026-09-13 15:49:51 UTC,2026-09-13 15:49:51 UTC,https://www.nowcoder.com/feed/main/detail/19c139bedab84b13b51aad951449a7a4,1675417,uuid:19c139bedab84b13b51aad951449a7a4
www.nowcoder.com.har,数据分析面经,4,13,POST,contentData,207,250,353154642567700480,66a50af2d98d41fa85375b69937e270b,vivo数据分析经理杭州面经,作为微信的数据分析师，如何推荐好友 5. 如何验证中医的有效性 6. 公司只有两部电梯，下班时过于拥挤如何解决 7. 要赢一场篮球比赛的重点是什么？...从相关性分析、回归、分类、聚类中选择一个阐述,99,331046257,Leeyx03,2018-10-08 02:51:53 UTC,2018-10-08 05:59:08 UTC,https://www.nowcoder.com/feed/main/detail/66a50af2d98d41fa85375b69937e270b,124108,uuid:66a50af2d98d41fa85375b69937e270b
www.nowcoder.com.har,数据分析面经,4,14,POST,contentData,207,250,353158854101901312,bbd47c25d44c4e54b78f530cb21497e8,字节跳动数据分析实习面经,两个sql三个业务题，想问一下大家这种业务题应该怎么分析~ sql：一个联结一个窗口函数 业务： 指标异动分析(广告收入环比下降)？...广告收入拆解，如果收入和客户数都在上涨但是客单价在下降，问怎么分析，如何确定？ 另一个如何预测今年的收入？ 有没有朋友可以分享一下业务的解题思路呀~,143,614192230,今天我找到工作了吗,2021-11-01 07:05:07 UTC,2021-11-01 07:05:07 UTC,https://www.nowcoder.com/feed/main/detail/bbd47c25d44c4e54b78f530cb21497e8,793353,uuid:bbd47c25d44c4e54b78f530cb21497e8
www.nowcoder.com.har,数据分析面经,4,15,POST,contentData,207,250,353154603472592896,1178482075014c48804ee0de2c7053db,Vivo数据分析面经,就让这个作为一个ending吧 面经 一面（大概一个多小时） 自我介绍 k-means原理及优缺点 logstic回归原理 xgboost...虽然面试官最后给我过了，但我…… 我的秋招结束了，我不会再投了，,104,8064263,我做和尚那些年,2018-09-25 10:04:52 UTC,2018-11-01 07:58:52 UTC,https://www.nowcoder.com/feed/main/detail/1178482075014c48804ee0de2c7053db,117739,uuid:1178482075014c48804ee0de2c7053db
www.nowcoder.com.har,数据分析面经,4,16,POST,contentData,207,250,353158557925318656,cb564deff99640fe97a6d468a7b4be9d,Soul 校招-数据分析 面经,正态分布和非正态分布用什么检验方法 9. python 数据透视表用什么函数 10. 遇到不熟悉的模型你会怎么进行学习 反问 感觉做的业务比较茶树菇…….,77,310233732,小鱼儿Fischer,2021-09-18 06:21:57 UTC,2021-09-19 02:12:01 UTC,https://www.nowcoder.com/feed/main/detail/cb564deff99640fe97a6d468a7b4be9d,749697,uuid:cb564deff99640fe97a6d468a7b4be9d
www.nowcoder.com.har,数据分析面经,4,17,POST,contentData,207,250,928797940854849536,e3ca187a970f4dd19a8c87a1299001a8,拼多多面经 拼多多后端开发岗面经-03,你怎么分析 问一下ivm里面的问题，CMS 和 G1 之间的核心区别是哪柴 有个问题啊，像你用线程池去异步处理业务时，有时候要传递上下文信息，那ThreadLocal怎么传进线程池里?...面经 02 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2025 年 11 月 18 日 介绍一下项目经历和设计以及你负责的工作 工作过程中涉及到数据的流入和流出吗？...面经 03 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2025 年 11 月 16 日 实习介绍，看机会原因，项目 redis常用的数据结构，项目中用过哪几种，业务中使用的场景 redis的hash怎么实现的...）：数据结构与 get/put 设计 面经 20 面试岗位：拼多多 后端开发岗 ｜ 面试时间：2025 年 9 月 2 日 聊学校学习情况 问一些大学里的课程，邻接矩阵正交矩阵的一些基础问题，有点回忆不起来了...数据库底层存储原理了解过吗？ 说说Redis的数据结构以及他们一般的使用场景 Redis集群的可用性有了解过吗？ Redis的Cluster有了解过吗？,472,646661816,林小白zii,2026-09-13 15:51:25 UTC,2026-09-13 15:51:25 UTC,https://www.nowcoder.com/feed/main/detail/e3ca187a970f4dd19a8c87a1299001a8,1675419,uuid:e3ca187a970f4dd19a8c87a1299001a8
www.nowcoder.com.har,数据分析面经,4,18,POST,contentData,207,250,353159091436593152,6fe26428fed94ca1b58d94f99c8eef13,paypal数据分析面经,看表解读数据case+概率题+统计知识 二面 共三轮 第一轮： business case netflix原来会员15 元美元...考察risk case较多，有想法的朋友们可以一起讨论一下 一面：两道sql+,105,523307208,牛客523307208号,2022-01-06 06:22:01 UTC,2022-01-06 06:22:23 UTC,https://www.nowcoder.com/feed/main/detail/6fe26428fed94ca1b58d94f99c8eef13,828436,uuid:6fe26428fed94ca1b58d94f99c8eef13
www.nowcoder.com.har,数据分析面经,4,19,POST,contentData,207,250,353157153248714752,10a9bbfd20e34060b5ddbcd139f1dc69,快手 数据分析 校招面试面经,如何分析 面试： 自我介绍 一直挖实习...是之前的岗位挂了重新投了一遍，没有笔试 一上来笔试了4题，2sql， 一道是 AB测试某的实验组点击率涨了0.1%，是否认为是正向的 一道是 视频卡顿率上涨0.5%，,105,435695125,Jayway,2020-10-15 05:12:15 UTC,2020-10-15 05:22:03 UTC,https://www.nowcoder.com/feed/main/detail/10a9bbfd20e34060b5ddbcd139f1dc69,539631,uuid:10a9bbfd20e34060b5ddbcd139f1dc69
www.nowcoder.com.har,数据分析面经,4,20,POST,contentData,207,250,764453558094704640,55b4d187565846549dbabbea6ac93989,哈啰数据分析暑期面经,名为数据分析实际上是要去做数据产品...超绝timeline，5.22boss投递5.23接收简历，6.16通知面试，感情排序终于到我了是吧，真亏hr还能在boss里面找到和我的聊天记录 一面6.18 自我介绍 实习项目 岗位介绍（,116,775612647,Everyday_one_bug,2025-06-17 03:45:31 UTC,2025-06-19 07:42:05 UTC,https://www.nowcoder.com/feed/main/detail/55b4d187565846549dbabbea6ac93989,1514161,uuid:55b4d187565846549dbabbea6ac93989
www.nowcoder.com.har,数据分析面经,5,1,POST,contentData,207,250,353158115610796032,3acfa2fc81e1491a91f168fca868dd45,数据分析实习面经,"4、指标A和指标B发生了数据的变化，你这个分析的框架是什么，你会从哪些方面、哪些角度来解析这个变化。...你会从哪些角度来思考、解释这个数据的变化，比如说它的同比上升了10%，那你就要来解释一下为什么上升了，这个的思考框架是什么？...有自研也有腾讯联运的，包括会有转播 3、日常工作时间的划分占比，写sql需求xx%,写报告xx%，详细抛一个分析的example，在这个case中用的方法论，结果是什么？",203,783432509,Aurora__,2021-07-20 06:15:52 UTC,2021-07-20 06:15:52 UTC,https://www.nowcoder.com/feed/main/detail/3acfa2fc81e1491a91f168fca868dd45,687250,uuid:3acfa2fc81e1491a91f168fca868dd45
www.nowcoder.com.har,数据分析面经,5,2,POST,contentData,207,250,924087235316588544,f3e6128248aa41b2a5ae0ab931b5f9ff,字节面经-字节数据开发与数据分析岗面经-02,面经 01 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 12 月 1 日 DAU下降，如果各个维度和漏斗分析发现所有用户群里都有DAU缓慢下降的现象，如何分析原因？...数仓业务域和主题域的区别 面经 03 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 11 月 13 日 实时数据加工:你们会做实时数据加工吗?...面经 10 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 26 日 介绍货拉拉的数据分析项目 体验过抖音搜索吗？ 有通过搜索购买过东西吗？ 怎么样刻画用户每次搜索是否满意？...面经 11 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 23 日 男女指标（如点击率）都上升，总的一定上升吗？...数据域和主题域的区别（主题域：自上向下，从分析的角度划分） 严格漏斗和非严格漏斗的区别（准确性和计算量之间的取舍） 面经 21 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 1 月 6 日,447,646661816,林小白zii,2026-08-31 15:52:46 UTC,2026-08-31 15:52:46 UTC,https://www.nowcoder.com/feed/main/detail/f3e6128248aa41b2a5ae0ab931b5f9ff,1671880,uuid:f3e6128248aa41b2a5ae0ab931b5f9ff
www.nowcoder.com.har,数据分析面经,5,3,POST,contentData,207,250,613398027348307968,1f754cc3bbdd4932944bc658a43acccf,初创公司数据分析面经,熟悉吗 主要专业课 反问 介绍内容 主要做python数据处理...建模与一等奖的差距 如何分配团队工作 其中最大的困难 通过什么认为自己做的还不错 整个过程用时 为什么报名竞赛 还有面其他公司吗，什么类型，什么岗位 偏向什么岗位，有无拿到offer，面了多久 有无分析什么原因...性格 性格中的劣势 之前面试了几次，地点，行业 比赛等级 建模比赛最终的目标 具体建模细节拷打（逻辑回归，聚类etc） 过拟合/欠拟合，怎么处理 梯度下降 可视化仪表板做过的图表 平时用的数据库 SQL,243,156087996,努力的Mattttt,2024-04-26 07:44:46 UTC,2024-04-26 07:44:46 UTC,https://www.nowcoder.com/feed/main/detail/1f754cc3bbdd4932944bc658a43acccf,1298450,uuid:1f754cc3bbdd4932944bc658a43acccf
www.nowcoder.com.har,数据分析面经,5,4,POST,contentData,207,250,353157161675071488,252fc18f0022418f85a0ffd75488d176,当当数据分析面经,好久没写面经了，很多一面挂了就没有心情写了，写一个极其简单的当当面经，基本就问了一下实习做了哪些事情就没了😂 二面 好像时间更短了，自我介绍+实习内容（主要工作板块+占比）+反问，反问时间占了一大截，,100,485383553,菜狗不配offer,2020-10-16 07:07:06 UTC,2020-10-28 15:52:55 UTC,https://www.nowcoder.com/feed/main/detail/252fc18f0022418f85a0ffd75488d176,540937,uuid:252fc18f0022418f85a0ffd75488d176
www.nowcoder.com.har,数据分析面经,5,5,POST,contentData,207,250,387265756004720640,faafb1c0d1704c09bba88d8f8fd8496d,快手 数据分析实习 面经 （凉）,有啥想问的 分析题准备的太少，问到就是啊吧啊吧 :(...有没有用啥模型之类 4.因为上家实习是电商公司，问：假如我是大boss想关注GMV，会设计哪些指标放到看板上去 5.假如有两个开屏页，现在发现 展现到的人群基本一致，但是ctr等一些指标会有明显不一样，问怎么分析...6.想看快手内容生产者的繁荣度，怎么设计指标 7.,163,180353789,JumpyzZ,2022-08-11 07:35:51 UTC,2022-08-18 06:18:53 UTC,https://www.nowcoder.com/feed/main/detail/faafb1c0d1704c09bba88d8f8fd8496d,1011664,uuid:faafb1c0d1704c09bba88d8f8fd8496d
www.nowcoder.com.har,数据分析面经,5,6,POST,contentData,207,250,628640713567236096,a01123535336490a95deab0d6aa0325e,滴滴信贷风控数据分析面经,一面比较基础，问题不算多 自我介绍 项目经理（基于简历） 能接受的工作强度 与老板的意见不合时如何处理 上个月每个部门异常打卡的员工数 举例几个pandas中的常见函数及作用，怎样实现聚合 英语能力 哈啰上个月在上海的使用量下降了10%，你怎么看,123,1030056645,flash*1231,2024-06-07 09:13:46 UTC,2024-06-07 09:13:46 UTC,https://www.nowcoder.com/feed/main/detail/a01123535336490a95deab0d6aa0325e,1316645,uuid:a01123535336490a95deab0d6aa0325e
www.nowcoder.com.har,数据分析面经,5,7,POST,contentData,207,250,924086991656845312,7fdf9e5393b646a890e7a236ee3d5c8d,字节面经-字节数据开发与数据分析岗面经-01,面经 20 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 9 月 15 日 假设你是抖音用户增长产品团队的PM，而我是你的数据分析师。...面经 22 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 9 月 14 日 实习和你日常的课程怎么安排？...面经 01 面试岗位：汽水音乐数据分析 ｜ 面试时间：2026 年 6 月 27 日 如何分析一次 AB 实验？ 不同类型歌曲在用户生命周期中有什么作用？ 如何处理实验结果不理想？...面经 27 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2025 年 8 月 25 日 过往经历集中在数据分析，如何看待自己的职业发展，对数仓这个岗位如何能确定自己是能长期做下去的 介绍一下过往项目，...数据分析都是怎么做的 一段sql提交到客户端后是怎么执行的 面经 06 面试岗位：数据开发与数据分析岗 ｜ 面试时间：2026 年 1 月 5 日 介绍在之前实习中做过的一个项目 拷打上面项目的细节，例如为什么要这么分层,446,646661816,林小白zii,2026-08-31 15:51:48 UTC,2026-08-31 15:51:48 UTC,https://www.nowcoder.com/feed/main/detail/7fdf9e5393b646a890e7a236ee3d5c8d,1671879,uuid:7fdf9e5393b646a890e7a236ee3d5c8d
www.nowcoder.com.har,数据分析面经,5,8,MOMENT,momentData,201,74,1512753,4e20ccbbd74d4e429ff09a59aedda2b6,苏小研 数据运营 面经,本来以为是偏运营 没想到是偏数据。感觉凉了 面试官迟到了三十分钟！！！ 问了对数据运营的理解 数据分析项目深挖 sql 数据库知识 然后是你觉得自身的优势 两个面试官都很冷漠 对我不是很感兴趣😂,97,806977943,懵芃,,2022-10-18 10:02:06 UTC,https://www.nowcoder.com/feed/main/detail/4e20ccbbd74d4e429ff09a59aedda2b6,1512753,uuid:4e20ccbbd74d4e429ff09a59aedda2b6
www.nowcoder.com.har,数据分析面经,5,9,POST,contentData,207,250,355301519133081600,d197e257b21a47c69aa5908717dff140,顺丰-大数据挖掘与分析面经,顺丰-大数据挖掘与分析（2021秋招） 顺丰一面： 1.深挖实习，指标体系如何建立，各项指标的权重如何确定 2.逻辑回归算法的原理 3.谈谈对ABtest的认识 4.sql排序窗口函数的区别 顺丰二面：...了解哪些机器学习算法 4.反问 顺丰hr面 1.实习中遇到的困难，如何解决 2.过往经历中，你认为最困难的问题，你是如何解决的 3.你是北方人，为什么会选择深圳，以及还投了深圳其他企业吗 4.为何选择顺丰科技大数据挖掘与分析岗位,218,288446377,sf冲冲冲,2022-05-15 02:41:23 UTC,2022-05-15 02:41:23 UTC,https://www.nowcoder.com/feed/main/detail/d197e257b21a47c69aa5908717dff140,953070,uuid:d197e257b21a47c69aa5908717dff140
